event_id,date,organizer,place,artist_id,fee
2365,2022-08-18,All Night Long Entertainment,The Octagon at QMUL,224,35800.0
2366,2022-07-29,Einstein Records,Dixie Queen,79,7800.0
2367,2022-08-19,Arts On End,Lio London,362,17800.0
2368,2022-08-20,Ultimate Entertainment Inc.,Cutty Sark,221,43800.0
2369,2022-08-20,Happy Hamsters,The Octagon at QMUL,206,10800.0
2370,2022-07-08,Let's!,Linbury Theatre,16,8000.0
2371,2022-08-21,Ultimate Entertainment Inc.,EartH,367,23200.0
2372,2022-08-07,LHC Encounters,The Ballroom South Bank,298,8400.0
2373,2022-08-21,Pantomime Records,ILEC Conference Centre,309,4500.0
2374,2022-08-21,Pantomime Records,Curve Club,58,27400.0
2375,2022-08-25,Eventually Ltd.,Islington Assembly Hall,302,21600.0
2376,2022-08-25,Hull McRoasted,Hijingo,150,12300.0
2377,2022-08-25,Underground Action Lab,The Bloomsbury Ballroom,63,22300.0
2378,2022-08-26,Pantomime Records,The Octagon at QMUL,348,15900.0
2379,2022-08-11,Kenny Meyer,The Ballroom South Bank,269,8700.0
2380,2022-08-27,Shady Santa Ltd.,Electric Brixton,283,15000.0
2381,2022-08-27,Mile End Move It,Alexandra Palace,361,1900.0
2382,2022-08-07,Kenny Meyer,Studio 338,204,27800.0
2383,2022-08-29,Shady Santa Ltd.,Lighthouse Theatre,306,20300.0
2384,2022-09-30,Urban Entertainment Inc.,Big Belly Comedy Club,218,5500.0
2385,2022-08-29,Yes and Yes,Backyard Comedy Club,262,8700.0
2386,2022-08-30,Hackney Events,Abbey Road Studios,232,8100.0
2387,2022-09-20,Hull McRoasted,The Bloomsbury Ballroom,378,12000.0
2388,2022-09-05,Heaven & Sky,BMA House,254,8700.0
2389,2022-09-05,Mirabelle Lafleur,The Ballroom South Bank,225,33700.0
2390,2022-09-02,Excellent Experiences Corp.,VUE West End,277,24000.0
2391,2022-09-03,special.co.uk,Puttshack Bank,50,6500.0
2392,2022-06-07,Let's!,Abbey Road Studios,114,8400.0
2393,2022-07-26,Kenny Meyer,The Covent Garden Comedy Cellar,269,8600.0
2394,2022-07-23,Urban Entertainment Inc.,Backyard Comedy Club,43,34800.0
2395,2022-09-06,Urban Entertainment Inc.,The Amadeus,340,8700.0
2396,2022-09-09,Excellent Experiences Corp.,The Bloomsbury Ballroom,118,38800.0
2397,2022-09-09,Shady Santa Ltd.,Electric Brixton,329,42800.0
2398,2022-09-10,Eventually Ltd.,Brewers Hall,192,8200.0
2399,2022-10-26,Yes and Yes,Dalston Roofpark,354,12200.0
2400,2022-10-18,Underground Action Lab,Boisdale of Canary Wharf,360,16300.0
2401,2022-07-24,LHC Encounters,London Museum Docklands,292,3400.0
2402,2022-10-23,special.co.uk,ILEC Conference Centre,271,38400.0
2403,2022-10-05,Palavarium,Big Belly Comedy Club,89,31100.0
2404,2022-09-14,Einstein Records,Lexus Car Dealer Reading,208,5300.0
2405,2022-09-15,Hackney Events,Dalston Roofpark,267,3800.0
2406,2022-09-16,Einstein Records,O2 Forum Kentish Town,131,3200.0
2407,2022-09-17,The Night Sky,The Amadeus,326,3200.0
2408,2022-11-16,Go All Out,Royal Albert Hall,228,31700.0
2409,2022-09-18,LHC Encounters,Dalston Roofpark,354,3700.0
2410,2022-09-18,Underground Action Lab,King's Cross Vision Hall,261,15500.0
2411,2022-09-19,The Night Sky,O2 Forum Kentish Town,363,3900.0
2412,2022-08-30,Event and Odd,The O2,342,10100.0
2413,2022-09-20,O-mega Events,Cutty Sark,52,6900.0
2414,2022-09-20,Einstein Records,Royal Albert Hall,51,25700.0
2415,2022-08-18,Hull McRoasted,Abbey Road Studios,153,17100.0
2416,2022-09-22,The Night Sky,Copper Box Arena,166,5900.0
2417,2022-09-22,Urban Entertainment Inc.,Backyard Comedy Club,325,6700.0
2418,2022-09-23,Let's!,Cutty Sark,347,6600.0
2419,2022-09-23,Moshpit Gigs Ltd.,Lighthouse Theatre,125,32000.0
2420,2022-11-01,O-mega Events,London Museum Docklands,317,35500.0
2421,2022-06-11,Pantomime Records,ABBA Arena,50,19400.0
2422,2022-09-25,Shady Santa Ltd.,Wembley Stadium,325,4300.0
2423,2022-09-26,Moshpit Gigs Ltd.,Marylebone Theatre,362,7800.0
2424,2022-10-15,Hull McRoasted,Electric Brixton,330,6600.0
2425,2022-09-28,LHC Encounters,Boisdale of Canary Wharf,335,15800.0
2426,2022-12-15,Hackney Events,Hijingo,386,5900.0
2427,2022-09-28,Ultimate Entertainment Inc.,Indigo at The O2,300,2800.0
2428,2022-09-28,LHC Encounters,The Dutch Hall,150,16200.0
2429,2022-09-28,Palavarium,Studio 338,352,9200.0
2430,2022-11-20,Hackney Events,Alexandra Palace,360,8000.0
2431,2022-09-29,O-mega Events,The Octagon at QMUL,327,5200.0
2432,2022-09-29,Shady Santa Ltd.,Dalston Roofpark,329,22800.0
2433,2022-08-30,Excellent Experiences Corp.,Copper Box Arena,294,42400.0
2434,2022-09-30,Heaven & Sky,Abbey Road Studios,221,10900.0
2435,2022-09-30,Event and Odd,Brewers Hall,51,15800.0
2436,2022-10-03,Let's!,Dalston Roofpark,370,35300.0
2437,2022-10-03,Urban Entertainment Inc.,The O2,221,9500.0
2438,2022-11-17,Jacky Coyote,The Octagon at QMUL,378,4600.0
2439,2022-10-06,Pantomime Records,Backyard Comedy Club,295,7900.0
2440,2022-10-05,Night Out London,EartH,332,28100.0
2441,2022-08-10,Jacky Coyote,Lio London,13,20800.0
2442,2023-01-22,Yes and Yes,Dalston Roofpark,362,4800.0
2443,2022-10-05,Shady Santa Ltd.,Royal Albert Hall,195,4900.0
2444,2022-08-07,Kenny Meyer,Big Belly Comedy Club,265,46100.0
2445,2022-08-17,Palavarium,London Museum Docklands,287,6500.0
2446,2022-10-06,Hull McRoasted,The Amadeus,336,15000.0
2447,2022-08-06,Arts On End,London Stadium,267,30700.0
2448,2022-11-06,Hull McRoasted,Events @ No 6,325,4400.0
2449,2022-10-07,Mile End Move It,Copper Box Arena,338,8000.0
2450,2022-10-19,Eventually Ltd.,Dalston Roofpark,311,28400.0
2451,2022-10-31,O-mega Events,Cutty Sark,307,14500.0
2452,2022-10-05,Jacky Coyote,O2 Forum Kentish Town,295,48800.0
2453,2022-10-09,Palavarium,London Museum Docklands,330,25100.0
2454,2022-10-09,Shady Santa Ltd.,Puttshack Bank,243,8500.0
2455,2022-10-10,Ultimate Entertainment Inc.,Events @ No 6,135,20300.0
2456,2022-10-09,The Night Sky,London Museum Docklands,150,4400.0
2457,2022-10-09,Einstein Records,ILEC Conference Centre,269,29300.0
2458,2022-11-30,Night Out London,O2 Forum Kentish Town,251,39600.0
2459,2022-10-09,Night Out London,Dalston Roofpark,362,15300.0
2460,2022-10-11,Let's!,BMA House,365,7100.0
2461,2022-10-11,O-mega Events,Kensington Conference and Event Centre,187,13500.0
2462,2022-10-27,Moshpit Gigs Ltd.,Studio 338,316,53200.0
2463,2022-10-11,Hull McRoasted,EartH,336,16100.0
2464,2022-10-29,Mile End Move It,ABBA Arena,117,18200.0
2465,2022-08-17,Shady Santa Ltd.,Puttshack Bank,14,6800.0
2466,2022-10-19,Event and Odd,Lighthouse Theatre,70,3100.0
2467,2022-09-28,Ultimate Entertainment Inc.,Islington Assembly Hall,188,6600.0
2468,2022-10-16,Eventually Ltd.,Brewers Hall,60,7000.0
2469,2022-10-16,Let's!,Dixie Queen,291,6300.0
2470,2023-01-19,Mirabelle Lafleur,Abbey Road Studios,351,7300.0
2471,2022-10-18,Event and Odd,The Bloomsbury Ballroom,331,1900.0
2472,2022-11-16,Pantomime Records,The Amadeus,254,4000.0
2473,2022-09-12,Mirabelle Lafleur,Cutty Sark,209,18500.0
2474,2022-10-19,Shady Santa Ltd.,Eventim Apollo,379,12800.0
2475,2022-11-26,Pantomime Records,Barbican Centre,195,15000.0
2476,2022-10-14,Pantomime Records,London Stadium,112,7200.0
2477,2022-11-01,Underground Action Lab,ILEC Conference Centre,182,43600.0
2478,2022-09-26,Underground Action Lab,EartH,209,23200.0
2479,2022-11-06,Urban Entertainment Inc.,EartH,108,3500.0
2480,2022-10-20,O-mega Events,Events @ No 6,330,4900.0
2481,2022-10-12,Hull McRoasted,Hijingo,118,26100.0
2482,2022-10-23,Einstein Records,Linbury Theatre,96,4800.0
2483,2022-07-20,Brutal Tunes Inc.,ABBA Arena,275,4300.0
2484,2022-10-24,Night Out London,Hijingo,329,23000.0
2485,2022-10-25,Mirabelle Lafleur,Puttshack Bank,160,5200.0
2486,2022-10-26,Go All Out,The O2,283,36400.0
2487,2022-09-24,All Night Long Entertainment,Islington Assembly Hall,293,43500.0
2488,2022-10-26,The Night Sky,London Museum Docklands,231,24100.0
2489,2022-10-27,All Night Long Entertainment,Dixie Queen,356,6200.0
2490,2022-10-27,Jacky Coyote,Royal Albert Hall,348,40100.0
2491,2022-10-11,Underground Action Lab,Lio London,332,35800.0
2492,2022-10-29,Urban Entertainment Inc.,BMA House,114,3500.0
2493,2022-10-29,Night Out London,King's Cross Vision Hall,350,29400.0
2494,2022-11-09,O-mega Events,Kensington Conference and Event Centre,11,6400.0
2495,2022-10-29,All Night Long Entertainment,Royal Albert Hall,233,6800.0
2496,2022-11-14,Night Out London,The Dutch Hall,58,12500.0
2497,2022-12-12,Heaven & Sky,BMA House,366,18600.0
2498,2022-10-05,All Night Long Entertainment,Royal Albert Hall,362,10500.0
2499,2022-10-20,Mile End Move It,London Museum Docklands,259,13500.0
2500,2022-11-01,Kenny Meyer,The Dutch Hall,332,20800.0
2501,2022-11-02,Einstein Records,ILEC Conference Centre,334,22500.0
2502,2022-11-03,Yes and Yes,Boisdale of Canary Wharf,43,21700.0
2503,2022-11-03,Hull McRoasted,The Covent Garden Comedy Cellar,169,17000.0
2504,2022-12-17,The Night Sky,Linbury Theatre,284,6600.0
2505,2022-10-18,special.co.uk,Marylebone Theatre,370,17600.0
2506,2022-11-05,Happy Hamsters,Royal Albert Hall,213,8800.0
2507,2022-11-28,Palavarium,ILEC Conference Centre,365,5600.0
2508,2022-10-20,Happy Hamsters,Boisdale of Canary Wharf,353,8100.0
2509,2022-09-10,Yes and Yes,Cutty Sark,207,57700.0
2510,2022-11-08,Shady Santa Ltd.,Alexandra Palace,362,30800.0
2511,2022-11-08,Pantomime Records,The O2,233,2500.0
2512,2022-11-09,Mile End Move It,Islington Assembly Hall,60,6300.0
2513,2022-10-22,special.co.uk,Electric Brixton,361,36400.0
2514,2022-11-10,Underground Action Lab,Big Belly Comedy Club,206,30500.0
2515,2022-11-07,special.co.uk,Royal Albert Hall,358,44200.0
2516,2022-11-22,Underground Action Lab,ABBA Arena,300,4200.0
2517,2022-11-11,Urban Entertainment Inc.,Wembley Stadium,49,2600.0
2518,2022-11-13,Brutal Tunes Inc.,Cutty Sark,51,39200.0
2519,2022-12-20,O-mega Events,Eventim Apollo,107,20500.0
2520,2022-11-13,Underground Action Lab,Hijingo,300,19000.0
2521,2022-11-12,Go All Out,Lio London,364,11600.0
2522,2022-11-13,Event and Odd,Boisdale of Canary Wharf,108,10400.0
2523,2022-10-08,Ultimate Entertainment Inc.,The Bloomsbury Ballroom,64,10500.0
2524,2022-11-15,Jacky Coyote,O2 Forum Kentish Town,202,8700.0
2525,2022-12-11,Shady Santa Ltd.,Kensington Conference and Event Centre,378,8600.0
2526,2022-10-18,Heaven & Sky,Hijingo,372,33800.0
2527,2022-12-23,Underground Action Lab,Big Belly Comedy Club,352,19000.0
2528,2022-09-18,Shady Santa Ltd.,Dixie Queen,282,13500.0
2529,2023-01-11,Moshpit Gigs Ltd.,Marylebone Theatre,97,24300.0
2530,2022-11-18,Shady Santa Ltd.,The Amadeus,265,53800.0
2531,2022-11-18,Mirabelle Lafleur,Alexandra Palace,298,38700.0
2532,2022-11-10,special.co.uk,Backyard Comedy Club,195,26500.0
2533,2022-11-20,Let's!,London Stadium,177,26200.0
2534,2022-11-20,Mile End Move It,Kensington Conference and Event Centre,232,2900.0
2535,2022-11-24,Heaven & Sky,Kensington Conference and Event Centre,351,15100.0
2536,2023-01-03,Einstein Records,Dixie Queen,384,55400.0
2537,2022-11-23,Palavarium,Cutty Sark,332,6500.0
2538,2022-11-24,Ultimate Entertainment Inc.,ABBA Arena,307,57000.0
2539,2022-11-24,Hull McRoasted,EartH,354,7600.0
2540,2022-11-15,Let's!,The Covent Garden Comedy Cellar,275,7400.0
2541,2022-11-24,The Night Sky,BMA House,352,13700.0
2542,2022-10-05,Eventually Ltd.,Lighthouse Theatre,356,42000.0
2543,2022-11-25,Let's!,London Stadium,167,14400.0
2544,2022-11-25,Heaven & Sky,Boisdale of Canary Wharf,341,26900.0
2545,2022-11-26,special.co.uk,Brewers Hall,270,33000.0
2546,2022-11-04,Hackney Events,Linbury Theatre,337,28600.0
2547,2022-11-26,special.co.uk,The Covent Garden Comedy Cellar,247,25000.0
2548,2022-11-27,Moshpit Gigs Ltd.,The Covent Garden Comedy Cellar,369,5500.0
2549,2022-11-27,Hackney Events,The Dutch Hall,112,2900.0
2550,2022-11-28,O-mega Events,Cutty Sark,367,23700.0
2551,2022-10-04,Shady Santa Ltd.,Islington Assembly Hall,348,3600.0
2552,2022-11-28,Event and Odd,BMA House,359,4200.0
2553,2022-11-29,Mirabelle Lafleur,Events @ No 6,140,25100.0
2554,2022-11-29,Hackney Events,Wembley Stadium,362,5800.0
2555,2022-10-10,Happy Hamsters,Barbican Centre,260,3000.0
2556,2022-11-21,Excellent Experiences Corp.,The Ballroom South Bank,330,4900.0
2557,2022-12-17,Arts On End,Brewers Hall,254,15900.0
2558,2022-12-03,Event and Odd,Barbican Centre,207,25200.0
2559,2022-12-06,O-mega Events,The Octagon at QMUL,91,32600.0
2560,2022-12-07,All Night Long Entertainment,The Covent Garden Comedy Cellar,350,7300.0
2561,2022-12-08,Underground Action Lab,O2 Forum Kentish Town,169,2200.0
2562,2022-12-08,Underground Action Lab,Courthouse Hotel Shoreditch,370,2500.0
2563,2022-12-09,O-mega Events,Big Belly Comedy Club,291,7100.0
2564,2022-12-09,Arts On End,Dixie Queen,114,12700.0
2565,2022-12-09,Event and Odd,Eventim Apollo,362,19800.0
2566,2022-12-09,All Night Long Entertainment,ABBA Arena,372,7900.0
2567,2023-01-02,Underground Action Lab,The O2,279,5100.0
2568,2023-01-24,Moshpit Gigs Ltd.,Courthouse Hotel Shoreditch,344,4500.0
2569,2022-12-10,Hackney Events,Kensington Conference and Event Centre,292,18400.0
2570,2022-12-11,Jacky Coyote,EartH,260,2300.0
2571,2022-12-11,LHC Encounters,The Ballroom South Bank,237,5600.0
2572,2022-12-01,Shady Santa Ltd.,Lexus Car Dealer Reading,371,24100.0
2573,2023-02-03,Pantomime Records,Hijingo,391,18800.0
2574,2022-12-11,special.co.uk,Eventim Apollo,243,18800.0
2575,2022-12-11,O-mega Events,Alexandra Palace,238,12000.0
2576,2022-12-12,Let's!,O2 Forum Kentish Town,186,8000.0
2577,2023-01-13,Jacky Coyote,The Ballroom South Bank,335,5700.0
2578,2023-01-31,All Night Long Entertainment,Lio London,260,43500.0
2579,2023-01-03,Happy Hamsters,London Museum Docklands,200,2000.0
2580,2022-12-14,Palavarium,London Museum Docklands,73,16200.0
2581,2022-12-14,Urban Entertainment Inc.,The Dutch Hall,374,29800.0
2582,2022-12-15,Kenny Meyer,Marylebone Theatre,374,43100.0
2583,2022-10-20,Heaven & Sky,Royal Albert Hall,70,2200.0
2584,2022-12-16,Arts On End,The Amadeus,126,20600.0
2585,2022-12-16,O-mega Events,Dalston Roofpark,234,31200.0
2586,2022-12-16,Moshpit Gigs Ltd.,Cutty Sark,295,8700.0
2587,2022-12-16,Jacky Coyote,Wembley Stadium,372,36000.0
2588,2022-12-17,Let's!,London Museum Docklands,169,19900.0
2589,2022-12-17,Mile End Move It,Hijingo,380,6300.0
2590,2022-12-17,Arts On End,The O2,158,17700.0
2591,2022-10-07,LHC Encounters,Boisdale of Canary Wharf,192,2900.0
2592,2022-12-01,Pantomime Records,The Ballroom South Bank,291,29200.0
2593,2022-12-18,Urban Entertainment Inc.,EartH,106,3600.0
2594,2022-12-18,The Night Sky,The Octagon at QMUL,295,8900.0
2595,2023-01-15,Go All Out,Big Belly Comedy Club,58,31500.0
2596,2023-01-24,Go All Out,Indigo at The O2,51,7500.0
2597,2022-12-20,Arts On End,O2 Forum Kentish Town,386,8500.0
2598,2022-12-20,Happy Hamsters,Lighthouse Theatre,300,42200.0
2599,2022-12-20,Heaven & Sky,Wembley Stadium,171,19100.0
2600,2022-12-19,Kenny Meyer,London Museum Docklands,331,56100.0
2601,2023-01-04,All Night Long Entertainment,Wembley Stadium,96,11100.0
2602,2022-12-24,Excellent Experiences Corp.,Linbury Theatre,62,8400.0
2603,2022-11-25,O-mega Events,The Covent Garden Comedy Cellar,271,10100.0
2604,2023-02-01,Event and Odd,BMA House,111,2700.0
2605,2022-12-24,Arts On End,ILEC Conference Centre,302,14900.0
2606,2022-12-26,Hackney Events,EartH,198,6000.0
2607,2022-11-04,Urban Entertainment Inc.,O2 Forum Kentish Town,94,7800.0
2608,2022-12-27,Let's!,Lighthouse Theatre,124,20300.0
2609,2023-02-17,Brutal Tunes Inc.,O2 Forum Kentish Town,33,7400.0
2610,2023-01-13,Urban Entertainment Inc.,Courthouse Hotel Shoreditch,56,29200.0
2611,2023-01-26,All Night Long Entertainment,The Dutch Hall,261,5600.0
2612,2023-02-18,Let's!,The Bloomsbury Ballroom,378,24300.0
2613,2022-12-30,Mile End Move It,EartH,344,19000.0
2614,2022-12-31,Mirabelle Lafleur,Backyard Comedy Club,142,43000.0
2615,2022-12-31,Ultimate Entertainment Inc.,Curve Club,338,4200.0
2616,2022-12-31,Underground Action Lab,Courthouse Hotel Shoreditch,284,4700.0
2617,2023-01-19,Brutal Tunes Inc.,Eventim Apollo,9,6200.0
2618,2023-01-01,Eventually Ltd.,O2 Forum Kentish Town,266,21700.0
2619,2023-03-02,Heaven & Sky,Brewers Hall,112,41500.0
2620,2023-02-18,special.co.uk,Islington Assembly Hall,370,10100.0
2621,2023-01-02,Ultimate Entertainment Inc.,VUE West End,366,3100.0
2622,2022-10-04,O-mega Events,The Covent Garden Comedy Cellar,249,15900.0
2623,2022-12-27,Moshpit Gigs Ltd.,Electric Brixton,295,33400.0
2624,2023-02-16,Yes and Yes,Islington Assembly Hall,369,35700.0
2625,2022-12-28,Urban Entertainment Inc.,Dalston Roofpark,71,4200.0
2626,2023-01-03,All Night Long Entertainment,London Museum Docklands,305,29800.0
2627,2023-01-01,Ultimate Entertainment Inc.,Brewers Hall,177,3700.0
2628,2022-11-10,Hackney Events,The Covent Garden Comedy Cellar,174,20800.0
2629,2023-01-04,Einstein Records,BMA House,142,9300.0
2630,2023-01-05,Shady Santa Ltd.,ABBA Arena,141,6800.0
2631,2022-12-12,Underground Action Lab,The O2,344,7100.0
2632,2023-01-05,Kenny Meyer,ILEC Conference Centre,296,6600.0
2633,2023-01-05,Arts On End,Hijingo,58,5900.0
2634,2023-04-17,Palavarium,Copper Box Arena,350,8700.0
2635,2023-01-06,Night Out London,Puttshack Bank,241,22600.0
2636,2023-01-07,Einstein Records,The Ballroom South Bank,305,2900.0
2637,2023-02-21,Pantomime Records,Copper Box Arena,151,52600.0
2638,2023-01-08,Let's!,Kensington Conference and Event Centre,233,31700.0
2639,2023-01-08,Palavarium,Indigo at The O2,217,17400.0
2640,2023-01-08,All Night Long Entertainment,Alexandra Palace,311,5100.0
2641,2023-01-09,Moshpit Gigs Ltd.,The Covent Garden Comedy Cellar,307,20800.0
2642,2023-02-04,All Night Long Entertainment,ABBA Arena,208,20300.0
2643,2023-01-09,special.co.uk,O2 Forum Kentish Town,230,33200.0
2644,2023-01-10,Urban Entertainment Inc.,Courthouse Hotel Shoreditch,167,11700.0
2645,2023-01-10,Ultimate Entertainment Inc.,The Covent Garden Comedy Cellar,362,8000.0
2646,2023-02-06,Einstein Records,London Museum Docklands,266,6400.0
2647,2023-04-13,The Night Sky,Curve Club,59,33600.0
2648,2023-01-11,Happy Hamsters,Events @ No 6,371,67500.0
2649,2022-12-27,Mile End Move It,Alexandra Palace,41,8500.0
2650,2023-01-13,The Night Sky,EartH,266,33700.0
2651,2023-01-28,Pantomime Records,The Covent Garden Comedy Cellar,280,39900.0
2652,2023-03-19,Shady Santa Ltd.,Copper Box Arena,325,9100.0
2653,2023-03-05,Heaven & Sky,Events @ No 6,54,8300.0
2654,2023-01-14,Mile End Move It,Studio 338,325,16600.0
2655,2023-01-14,Hull McRoasted,Marylebone Theatre,384,7900.0
2656,2022-12-18,Brutal Tunes Inc.,Lio London,308,33400.0
2657,2023-01-16,Moshpit Gigs Ltd.,Eventim Apollo,248,16300.0
2658,2023-01-17,Yes and Yes,Barbican Centre,43,7300.0
2659,2023-02-27,Mile End Move It,The Ballroom South Bank,195,20400.0
2660,2023-01-18,Mile End Move It,The Amadeus,206,33000.0
2661,2023-01-18,Hull McRoasted,The Bloomsbury Ballroom,396,8800.0
2662,2022-12-31,Moshpit Gigs Ltd.,Copper Box Arena,304,17400.0
2663,2023-03-01,Hackney Events,Eventim Apollo,300,44500.0
2664,2023-01-20,special.co.uk,The Octagon at QMUL,370,3500.0
2665,2023-01-20,Underground Action Lab,The Dutch Hall,335,23400.0
2666,2023-03-04,LHC Encounters,Events @ No 6,182,4500.0
2667,2023-01-21,Underground Action Lab,Dalston Roofpark,377,29900.0
2668,2023-01-21,Eventually Ltd.,Lexus Car Dealer Reading,224,43600.0
2669,2023-01-23,Urban Entertainment Inc.,Royal Albert Hall,236,38500.0
2670,2023-03-09,Yes and Yes,Curve Club,263,22100.0
2671,2023-01-14,Underground Action Lab,Marylebone Theatre,227,59100.0
2672,2022-12-10,Go All Out,The Amadeus,353,8600.0
2673,2022-11-13,Hackney Events,Royal Albert Hall,384,8600.0
2674,2023-01-24,Ultimate Entertainment Inc.,ILEC Conference Centre,238,50600.0
2675,2023-01-25,Moshpit Gigs Ltd.,Lexus Car Dealer Reading,335,18800.0
2676,2023-01-22,Excellent Experiences Corp.,Lio London,338,5900.0
2677,2023-01-26,Ultimate Entertainment Inc.,Lighthouse Theatre,279,11400.0
2678,2023-01-30,Happy Hamsters,Linbury Theatre,347,26600.0
2679,2022-12-14,Eventually Ltd.,Dixie Queen,104,19800.0
2680,2022-10-31,Kenny Meyer,Cutty Sark,110,24400.0
2681,2023-04-16,Hull McRoasted,Backyard Comedy Club,59,4700.0
2682,2023-01-05,Einstein Records,Electric Brixton,361,12000.0
2683,2023-01-31,Go All Out,Lexus Car Dealer Reading,372,42100.0
2684,2023-01-31,Shady Santa Ltd.,Brewers Hall,307,65400.0
2685,2023-03-10,Urban Entertainment Inc.,Dalston Roofpark,334,15500.0
2686,2023-02-01,Hackney Events,Abbey Road Studios,279,7100.0
2687,2023-02-27,Ultimate Entertainment Inc.,EartH,377,30100.0
2688,2023-02-02,Palavarium,Lexus Car Dealer Reading,179,3600.0
2689,2023-02-03,Jacky Coyote,Electric Brixton,179,21600.0
2690,2022-12-11,Einstein Records,The Amadeus,382,5700.0
2691,2023-02-03,LHC Encounters,Puttshack Bank,231,5300.0
2692,2023-01-11,Ultimate Entertainment Inc.,O2 Forum Kentish Town,323,17500.0
2693,2023-02-08,Arts On End,Courthouse Hotel Shoreditch,11,22100.0
2694,2023-02-04,Hull McRoasted,Curve Club,372,9500.0
2695,2023-03-31,Ultimate Entertainment Inc.,O2 Forum Kentish Town,365,63000.0
2696,2023-02-05,Kenny Meyer,The Ballroom South Bank,83,5200.0
2697,2023-02-05,Hull McRoasted,Indigo at The O2,346,8700.0
2698,2023-03-27,Heaven & Sky,The Covent Garden Comedy Cellar,310,40000.0
2699,2022-12-09,LHC Encounters,Royal Albert Hall,112,13300.0
2700,2023-03-12,special.co.uk,The Dutch Hall,80,4200.0
2701,2022-12-24,Hull McRoasted,Lio London,337,6000.0
2702,2023-02-09,Hackney Events,The Octagon at QMUL,384,42600.0
2703,2023-02-09,Excellent Experiences Corp.,Hijingo,52,3200.0
2704,2023-02-09,Arts On End,Lio London,369,11200.0
2705,2023-02-10,Excellent Experiences Corp.,VUE West End,359,21000.0
2706,2023-05-31,Palavarium,Royal Albert Hall,378,14900.0
2707,2022-12-24,Hull McRoasted,Alexandra Palace,271,27500.0
2708,2023-02-11,Shady Santa Ltd.,Abbey Road Studios,42,5000.0
2709,2023-02-11,Excellent Experiences Corp.,Indigo at The O2,208,52600.0
2710,2023-02-12,Urban Entertainment Inc.,Wembley Stadium,387,7700.0
2711,2023-02-12,Moshpit Gigs Ltd.,Cutty Sark,198,4800.0
2712,2023-02-13,O-mega Events,ABBA Arena,2,9500.0
2713,2023-02-13,Go All Out,Hijingo,124,4000.0
2714,2023-02-13,Shady Santa Ltd.,Cutty Sark,232,47500.0
2715,2023-02-14,Pantomime Records,Alexandra Palace,234,8000.0
2716,2023-02-23,Event and Odd,Alexandra Palace,283,24300.0
2717,2023-02-14,Yes and Yes,Electric Brixton,254,5400.0
2718,2023-05-09,Happy Hamsters,ABBA Arena,393,2300.0
2719,2022-11-16,Night Out London,The Octagon at QMUL,294,6200.0
2720,2022-12-27,Underground Action Lab,Dalston Roofpark,335,31400.0
2721,2023-03-02,Urban Entertainment Inc.,Indigo at The O2,31,7000.0
2722,2023-02-18,Go All Out,Curve Club,261,9100.0
2723,2023-02-18,special.co.uk,Wembley Stadium,331,8700.0
2724,2023-02-18,Einstein Records,Puttshack Bank,362,28900.0
2725,2023-03-18,Happy Hamsters,Lexus Car Dealer Reading,340,2600.0
2726,2022-12-29,Mirabelle Lafleur,BMA House,71,31000.0
2727,2023-03-28,Ultimate Entertainment Inc.,Indigo at The O2,331,5700.0
2728,2023-02-25,All Night Long Entertainment,Backyard Comedy Club,370,9000.0
2729,2023-02-19,Arts On End,Studio 338,359,3500.0
2730,2023-02-19,Night Out London,BMA House,328,48000.0
2731,2023-01-02,Mirabelle Lafleur,Backyard Comedy Club,9,12600.0
2732,2023-02-19,Pantomime Records,Lexus Car Dealer Reading,367,38800.0
2733,2023-02-20,Brutal Tunes Inc.,Events @ No 6,362,6800.0
2734,2023-02-21,Arts On End,Electric Brixton,266,28400.0
2735,2023-03-25,Heaven & Sky,Royal Albert Hall,11,27600.0
2736,2023-02-22,Excellent Experiences Corp.,ABBA Arena,314,40800.0
2737,2023-04-21,O-mega Events,Dalston Roofpark,393,26600.0
2738,2023-02-23,O-mega Events,Dixie Queen,200,33400.0
2739,2023-06-01,Mile End Move It,Dixie Queen,239,2500.0
2740,2023-02-24,Shady Santa Ltd.,The Covent Garden Comedy Cellar,229,19300.0
2741,2023-02-24,Brutal Tunes Inc.,Hijingo,261,9700.0
2742,2023-01-25,Moshpit Gigs Ltd.,Big Belly Comedy Club,37,8600.0
2743,2023-02-25,Arts On End,Linbury Theatre,360,21900.0
2744,2023-03-16,LHC Encounters,Wembley Stadium,379,4200.0
2745,2023-03-18,Mile End Move It,The O2,396,7200.0
2746,2023-05-20,LHC Encounters,Kensington Conference and Event Centre,280,3600.0
2747,2023-01-17,Event and Odd,Abbey Road Studios,254,8100.0
2748,2023-02-28,Urban Entertainment Inc.,BMA House,303,9000.0
2749,2023-02-28,Go All Out,Electric Brixton,156,26800.0
2750,2023-03-01,special.co.uk,Courthouse Hotel Shoreditch,295,4700.0
2751,2023-04-20,Hull McRoasted,Copper Box Arena,108,32200.0
2752,2023-03-01,Hackney Events,Dixie Queen,340,2800.0
2753,2023-03-01,Hull McRoasted,The Bloomsbury Ballroom,377,9600.0
2754,2023-03-01,Event and Odd,Indigo at The O2,22,31700.0
2755,2023-02-19,Underground Action Lab,Indigo at The O2,316,5100.0
2756,2023-03-02,Hull McRoasted,Eventim Apollo,278,17700.0
